SurveyID,Segment_num,Video_time,GPS_time,PISCES_time,Species,Depth_m,Count,Segment_sum,MicroSub1,MicroSub2,Biocover1,Biocover2,Relief,Complexity,Hab_descrip,Species_Comments,SpeciesID,View Pass
H039-CA-V,57,0:28:51,9:17:21,9:16:33,Quillback rockfish,118,1,FALSE,M,B,bare,bare,,2,,,4465,1
H039-CA-V,57,0:28:56,9:17:26,9:16:38,Yelloweye rockfish,117,1,FALSE,M,B,bare,bare,,2,,IDC: Fixed timestamp and segment,4466,1
H039-CA-V,58,0:29:08,9:17:38,9:16:50,Quillback rockfish,118,1,FALSE,M,C,bare,bare,,1,,,4467,1
H039-CA-V,59,0:29:34,9:18:04,9:17:16,Greenstriped rockfish,119,1,FALSE,M,C,bare,bare,,1,,IDC:Fixed timstamp,4468,1
H039-CA-V,60,0:30:11,9:18:41,9:17:53,Greenstriped rockfish,118,1,FALSE,M,C,bare,bare,,1,,IDC: Fixed timestamp,4469,1
H039-CA-V,64,0:32:27,9:20:57,9:20:09,Quillback rockfish,112,1,FALSE,B,M,bare,bare,,3,,,4470,1
H043-CA-V,9,0:05:12,7:54:28,7:53:45,Greenstriped rockfish,88,1,FALSE,M,B,bare,bare,,2,,,4471,1
H043-CA-V,16,0:08:37,7:57:53,7:57:10,Greenstriped rockfish,92,1,FALSE,M,M,bare,bare,,1,,ARH: checked,4472,1
H045-CA-V,1,0:00:19,16:33:58,16:33:07,Greenstriped rockfish,115,1,FALSE,R,R,bare,debris,,1,debris is dead sponge,,4473,1
H045-CA-V,2,0:00:34,16:34:13,16:33:22,Greenstriped rockfish,109,1,FALSE,R,R,bare,bare,,2,,Corrected timestamp,4474,1
H045-CA-V,6,0:02:51,16:36:30,16:35:39,Quillback rockfish,89,1,FALSE,R,R,bare,sponge,,3,,,4475,1
H045-CA-V,13,0:06:22,16:40:01,16:39:10,Greenstriped rockfish,72,1,FALSE,R,R,bare,bare,,2,,,4476,1
H045-CA-V,21,0:10:28,16:44:07,16:43:16,Greenstriped rockfish,72,1,FALSE,M,M,bare,bare,,1,,,4477,1
H045-CA-V,48,0:23:51,16:57:30,16:56:39,Greenstriped rockfish,84,1,FALSE,M,M,bare,bare,,2,,,5931,1
H045-CA-V,48,0:23:56,16:57:35,16:56:44,Yelloweye rockfish,84,1,FALSE,R,M,bare,bare,,3,,IDC: Fixed timestamp and segment; ARH: checked,5932,1
H045-CA-V,54,0:26:53,17:00:32,16:59:41,Yelloweye rockfish,94,1,FALSE,R,R,bare,sponge,,3,,ARH: checked,5933,1
H046-CA-V,1,0:01:25,15:12:00,15:11:11,Greenstriped rockfish,126,1,FALSE,M,M,bare,debris,,1,Dead Sponge?,,4482,1
H046-CA-V,2,0:01:42,15:12:17,15:11:28,Yelloweye rockfish,127,1,FALSE,M,M,bare,debris,,3,Dead Sponge,,4483,1
H046-CA-V,9,0:05:09,15:15:44,15:14:55,Yelloweye rockfish,115,1,FALSE,R,R,bare,bare,,2,,,4484,1
H046-CA-V,10,0:05:53,15:16:28,15:15:39,Greenstriped rockfish,110,1,FALSE,R,R,bare,bare,,1,,IDC: Fixed Time stamp; ARH: checked,4485,1
H046-CA-V,25,0:13:28,15:24:03,15:23:14,Quillback rockfish,125,1,FALSE,R,R,bare,bare,,2,,,4486,1
H046-CA-V,29,0:15:28,15:26:03,15:25:14,Yelloweye rockfish,125,1,FALSE,B,M,bare,bare,,3,,,4487,1
H046-CA-V,32,0:16:33,15:27:08,15:26:19,Quillback rockfish,116,1,FALSE,R,M,sponge,bare,,2,,,4488,1
H046-CA-V,39,0:20:23,15:30:58,15:30:09,Yelloweye rockfish,124,1,FALSE,R,R,bare,sponge,,2,,,4489,1
H046-CA-V,48,0:24:39,15:35:14,15:34:25,Greenstriped rockfish,143,1,FALSE,M,M,bare,bare,,1,,,4490,1
H046-CA-V,54,0:27:35,15:38:10,15:37:21,Yelloweye rockfish,138,1,FALSE,R,M,bare,bare,,3,,,4491,1
H046-CA-V,61,0:31:25,15:42:00,15:41:11,Yelloweye rockfish,128,1,FALSE,M,M,bare,debris,,1,Dead Sponge,Nestled in dead sponge,4492,1
H046-CA-V,64,0:32:44,15:43:19,15:42:30,Yelloweye rockfish,126,1,FALSE,M,R,bare,bare,,2,,,4493,1
H046-CA-V,70,0:35:39,15:46:14,15:45:25,Greenstriped rockfish,124,1,FALSE,R,M,bare,bare,,1,,,4494,1
H052-CA-V,44,0:22:08,11:33:11,11:32:25,Quillback rockfish,82,1,FALSE,R,M,bare,bare,,2,,,4496,1
H052-CA-V,51,0:25:59,11:37:02,11:36:16,Quillback rockfish,93,1,FALSE,R,M,bare,bare,,3,,,4497,1
H052-CA-V,52,0:26:25,11:37:28,11:36:42,Quillback rockfish,90,1,FALSE,R,R,bare,bare,,2,,,4498,1
H052-CA-V,53,0:26:46,11:37:49,11:37:03,Quillback rockfish,89,1,FALSE,B,M,bare,bare,,3,,,4500,1
H055-CA-V,4,0:02:26,16:47:48,16:47:51,Rockfish uniden.,89,1,FALSE,M,M,bare,bare,,1,,"ARH: checked, changed from greenstriped",4502,1
H055-CA-V,31,0:15:40,17:01:02,17:01:05,Greenstriped rockfish,92,1,FALSE,M,M,bare,bare,,1,,,4503,1
H055-CA-V,32,0:16:04,17:01:26,17:01:29,Greenstriped rockfish,91,1,FALSE,M,M,bare,bare,,1,,,4504,1
H055-CA-V,32,0:16:23,17:01:45,17:01:48,Greenstriped rockfish,91,1,FALSE,M,M,bare,bare,,1,,,4505,1
H055-CA-V,34,0:17:28,17:02:50,17:02:53,Greenstriped rockfish,92,1,FALSE,M,M,bare,bare,,1,,,4506,1
H056-CA-V,1,0:00:46,14:35:21,14:35:24,Greenstriped rockfish,78,1,FALSE,M,M,bare,bare,,1,,,4507,1
H056-CA-V,1,0:00:54,14:35:29,14:35:32,Greenstriped rockfish,78,3,FALSE,M,B,bare,bare,,2,,,4508,1
H056-CA-V,2,0:01:17,14:35:52,14:35:55,Greenstriped rockfish,76,1,FALSE,M,B,bare,bare,,2,,,4509,1
H056-CA-V,2,0:01:26,14:36:01,14:36:04,Greenstriped rockfish,76,1,FALSE,M,C,bare,bare,,2,,,4510,1
H056-CA-V,4,0:02:01,14:36:36,14:36:39,Quillback rockfish,74,1,FALSE,M,R,bare,bare,,1,,,4511,1
H056-CA-V,20,0:10:23,14:44:58,14:45:01,Lingcod,85,1,FALSE,R,M,bare,bare,,1,,,4512,1
H056-CA-V,26,0:13:12,14:47:47,14:47:50,Greenstriped rockfish,81,1,FALSE,M,M,bare,Rhabdocalyptus spp.,,1,,,4513,1
H056-CA-V,29,0:14:47,14:49:22,14:49:25,Lingcod,81,1,FALSE,M,M,sponge,debris,,1,,IDC: Fixed time stamp; dead sponge,4514,1
H056-CA-V,33,0:16:37,14:51:12,14:51:15,Lingcod,83,1,FALSE,M,R,bare,bare,,2,,,4515,1
H056-CA-V,33,0:16:43,14:51:18,14:51:21,Greenstriped rockfish,81,1,FALSE,M,C,bare,bare,,2,,,4516,1
H056-CA-V,33,0:16:55,14:51:30,14:51:33,Greenstriped rockfish,79,1,FALSE,M,M,bare,bare,,1,,,4517,1
H056-CA-V,35,0:17:33,14:52:08,14:52:11,Quillback rockfish,80,1,FALSE,M,M,bare,sponge,,1,,IDC: fixed time stamp,4518,1
H056-CA-V,36,0:18:21,14:52:56,14:52:59,Greenstriped rockfish,82,1,FALSE,M,B,debris,sponge,,1,,,4519,1
H056-CA-V,37,0:18:34,14:53:09,14:53:12,Greenstriped rockfish,79,1,FALSE,R,M,bare,sponge,,1,,,4520,1
H057-CA-V,4,0:02:55,15:41:39,15:41:43,Yelloweye rockfish,92,1,FALSE,R,M,bare,bare,,3,,,4521,1
H057-CA-V,7,0:04:10,15:42:54,15:42:58,Quillback rockfish,85,1,FALSE,R,M,bare,sponge,,1,,,4522,1
H057-CA-V,7,0:04:21,15:43:05,15:43:09,Greenstriped rockfish,85,1,FALSE,M,B,bare,bare,,2,,,4523,1
H057-CA-V,8,0:04:33,15:43:17,15:43:21,Quillback rockfish,86,1,FALSE,B,M,bare,sponge,,2,,,4524,1
H057-CA-V,8,0:04:47,15:43:31,15:43:35,Yelloweye rockfish,85,1,FALSE,B,M,bare,bare,,3,,,4525,1
H057-CA-V,8,0:04:59,15:43:43,15:43:47,Greenstriped rockfish,84,1,FALSE,M,M,bare,bare,,1,,,4526,1
H057-CA-V,19,0:10:17,15:49:01,15:49:05,Greenstriped rockfish,79,1,FALSE,M,M,bare,bare,,1,,ARH: checked,4527,1
H057-CA-V,20,0:10:32,15:49:16,15:49:20,Greenstriped rockfish,79,1,FALSE,M,M,bare,bare,,1,,,4528,1
H057-CA-V,23,0:12:04,15:50:48,15:50:52,Greenstriped rockfish,81,1,FALSE,M,M,bare,bare,,1,,"ARH: checked, changed from uniden. fish",5759,3
H057-CA-V,44,0:22:47,16:01:31,16:01:35,Greenstriped rockfish,91,1,FALSE,M,M,bare,bare,,1,,,4529,1
H057-CA-V,51,0:26:24,16:05:08,16:05:12,Quillback rockfish,100,1,FALSE,M,M,bare,bare,,1,,,4530,1
H058-CA-V,39,0:19:45,9:21:49,9:21:02,Lingcod,98,1,FALSE,M,B,bare,bare,,2,,,4536,1
H059-CA-V,25,0:12:45,8:41:10,8:40:27,Greenstriped rockfish,78,1,FALSE,M,M,bare,bare,,1,,,4537,1
H059-CA-V,32,0:16:15,8:44:40,8:43:57,Greenstriped rockfish,77,1,FALSE,M,M,bare,bare,,1,,IDC: Fixed timestamp,4538,1
H059-CA-V,44,0:22:26,8:50:51,8:50:08,Greenstriped rockfish,79,1,FALSE,M,M,bare,Rhabdocalyptus spp.,,1,,IDC: could not see fish; entered habitat data for timestamp,4539,1
H059-CA-V,46,0:23:18,8:51:43,8:51:00,Quillback rockfish,80,1,FALSE,M,M,bare,bare,,1,,,4540,1
H059-CA-V,52,0:26:22,8:54:47,8:54:04,Lingcod,86,1,FALSE,M,M,Rhabdocalyptus spp.,bare,,1,,very small. Possibly not lingcod?; ARH: checked,4541,1
H060-CA-V,1,0:02:28,8:26:00,8:25:19,Greenstriped rockfish,118,1,FALSE,R,M,bare,sponge,,2,scattered Aphrocallistes and dead sponge,,4542,1
H060-CA-V,2,0:02:47,8:26:19,8:25:38,Quillback rockfish,118,1,FALSE,R,M,bare,bare,,1,,,4543,1
H060-CA-V,3,0:03:19,8:26:51,8:26:10,Greenstriped rockfish,117,1,FALSE,R,M,bare,sponge,,1,,,4544,1
H060-CA-V,6,0:04:54,8:28:26,8:27:45,Quillback rockfish,113,1,FALSE,R,M,bare,bare,,1,,,4545,1
H060-CA-V,6,0:04:42,08:28:14,08:27:33,Rockfish uniden.,112,1,FALSE,R,M,bare,bare,,1,,possible redstripe or greenstriped,,3
H060-CA-V,9,0:06:02,8:29:34,8:28:53,crab/shrimp pot,111,1,FALSE,R,M,debris,bare,,2,,debris is sponge,5761,3
H060-CA-V,12,0:07:37,8:31:09,8:30:28,Greenstriped rockfish,108,1,FALSE,R,M,bare,bare,,1,,,4546,1
H060-CA-V,12,0:07:44,8:31:16,8:30:35,Greenstriped rockfish,107,1,FALSE,R,M,bare,bare,,1,,,4547,1
H060-CA-V,12,0:07:49,8:31:21,8:30:40,Redstripe rockfish,107,2,FALSE,R,R,bare,debris,,3,,debris is dead sponge,4548,1
H060-CA-V,13,0:08:21,8:31:53,8:31:12,Canary rockfish,109,1,FALSE,R,B,bare,sponge,,4,,ARH: changed from yelloweye,4549,1
H060-CA-V,14,0:08:32,8:32:04,8:31:23,Lingcod,110,1,FALSE,R,B,bare,sponge,,4,,ARH: checked,4550,1
H060-CA-V,14,0:08:41,8:32:13,8:31:32,Yelloweye rockfish,109,1,FALSE,R,B,bare,sponge,,4,,,4551,1
H060-CA-V,14,0:08:40,08:32:12,08:31:31,Canary rockfish,113,2,FALSE,R,B,bare,sponge,,4,,,4553,1
H060-CA-V,15,0:09:13,8:32:45,8:32:04,Canary rockfish,113,2,FALSE,R,R,bare,bare,,4,,IDC: combined entries; ARH; changed from yelloweye,4554,1
H060-CA-V,15,0:09:27,8:32:59,8:32:18,Quillback rockfish,112,1,FALSE,R,B,bare,bare,,3,,,4556,1
H060-CA-V,15,0:09:29,8:33:01,8:32:20,Canary rockfish,112,2,FALSE,B,R,bare,bare,,4,,,4557,1
H060-CA-V,16,0:09:37,8:33:09,8:32:28,Greenstriped rockfish,111,1,FALSE,B,B,bare,bare,,3,,scattered sponge,4559,1
H060-CA-V,16,0:09:43,8:33:15,8:32:34,Canary rockfish,111,1,FALSE,R,B,bare,sponge,,3,,ARH: changed from yelloweye,4560,1
H060-CA-V,16,0:09:44,8:33:16,8:32:35,Redstripe rockfish,111,1,FALSE,R,B,bare,sponge,,3,,,4561,1
H060-CA-V,16,0:09:49,8:33:21,8:32:40,Canary rockfish,112,1,FALSE,R,R,bare,sponge,,3,,ARH: changed from yelloweye,4562,1
H060-CA-V,17,0:10:10,08:33:42,08:33:01,Canary rockfish,116,1,FALSE,M,M,debris,bare,,1,,sponge debris; canary highly attracted to ROV,4563,1
H060-CA-V,20,0:11:46,8:35:18,8:34:37,Quillback rockfish,114,1,FALSE,R,R,bare,bare,,2,,,4564,1
H060-CA-V,21,0:12:12,8:35:44,8:35:03,Redstripe rockfish,110,1,FALSE,R,R,bare,bare,,1,,,4565,1
H060-CA-V,22,0:12:45,8:36:17,8:35:36,Redstripe rockfish,108,1,FALSE,R,R,bare,sponge,,1,,,4566,1
H060-CA-V,23,0:13:11,8:36:43,8:36:02,Quillback rockfish,106,1,FALSE,R,M,sponge,bare,,1,,,4567,1
H060-CA-V,23,0:13:13,8:36:45,8:36:04,Redstripe rockfish,106,1,FALSE,R,M,bare,sponge,,1,,,4568,1
H060-CA-V,23,0:13:23,8:36:55,8:36:14,Quillback rockfish,105,1,FALSE,R,R,bare,bare,,1,,,4569,1
H060-CA-V,24,0:13:49,8:37:21,8:36:40,Rockfish uniden.,104,1,FALSE,R,R,bare,sponge,,2,,possible greenstriped,4570,1
H060-CA-V,25,0:14:27,8:37:59,8:37:18,Quillback rockfish,107,1,FALSE,R,R,bare,bare,,2,,,4571,1
H060-CA-V,26,0:14:44,8:38:16,8:37:35,Greenstriped rockfish,107,1,FALSE,M,R,bare,debris,,2,,,4572,1
H060-CA-V,28,0:15:53,8:39:25,8:38:44,Quillback rockfish,102,1,FALSE,R,R,bare,bare,,2,,,4573,1
H060-CA-V,28,0:15:53,08:39:25,08:38:44,Unidentified fish,102,1,FALSE,R,R,bare,bare,,2,,ARH: possible small rockfish - greenstriped?,,3
H060-CA-V,31,0:17:12,8:40:44,8:40:03,Greenstriped rockfish,101,1,FALSE,R,C,bare,bare,,2,,gravid,4574,1
H060-CA-V,34,0:18:47,8:42:19,8:41:38,Greenstriped rockfish,98,1,FALSE,M,M,debris,bare,,1,,,4575,1
H060-CA-V,40,0:21:52,8:45:24,8:44:43,Quillback rockfish,93,1,FALSE,R,R,bare,bare,,2,,,4576,1
H060-CA-V,41,0:22:10,8:45:42,8:45:01,Lingcod,93,1,FALSE,R,M,bare,debris,,2,scattered sponge,either female or just ate something,4577,1
H060-CA-V,42,0:22:32,8:46:04,8:45:23,Quillback rockfish,93,1,FALSE,R,B,bare,bare,,3,,,4578,1
H060-CA-V,46,0:24:57,8:48:29,8:47:48,Greenstriped rockfish,98,1,FALSE,M,M,bare,debris,,1,,,4580,1
H060-CA-V,53,0:28:09,8:51:41,8:51:00,Greenstriped rockfish,90,1,FALSE,M,M,debris,bare,,1,,,4581,1
H060-CA-V,58,0:30:55,08:54:27,08:53:46,Quillback rockfish,80,1,FALSE,R,B,bare,sponge,,3,,,,3
H062-CA-V,23,0:11:13,14:00:59,14:00:13,Greenstriped rockfish,73,1,FALSE,M,M,bare,bare,,1,,,4582,1
H062-CA-V,23,0:11:27,14:01:13,14:00:27,Greenstriped rockfish,72,1,FALSE,M,B,bare,bare,,2,,,4583,1
H062-CA-V,30,0:14:59,14:04:45,14:03:59,Greenstriped rockfish,77,1,FALSE,M,M,bare,bare,,1,,,4584,1
H062-CA-V,32,0:15:30,14:05:16,14:04:30,Quillback rockfish,77,1,FALSE,M,M,bare,bare,,1,,,4585,1
H062-CA-V,46,0:22:52,14:12:38,14:11:52,Kelp greenling,75,1,FALSE,M,B,bare,bare,,1,,,4586,1
H062-CA-V,57,0:28:08,14:17:54,14:17:08,Lingcod,76,1,FALSE,M,M,bare,sponge,,1,,,4587,1
H063-CA-P2,6,0:08:40,17:56:04,17:55:21,Greenstriped rockfish,88,1,FALSE,M,H,bare,scallops,,1,,,4589,1
H063-CA-P2,9,0:10:27,17:57:51,17:57:08,Lingcod,84,1,FALSE,R,H,bare,sponge,,3,,IDC: Fixed Timestamp and segment; ARH: checked,4590,1
H063-CA-P2,10,0:10:31,17:57:55,17:57:12,Yelloweye rockfish,84,1,FALSE,R,M,bare,scallops,,1,,ARH: checked,4591,1
H063-CA-P2,10,0:10:50,17:58:14,17:57:31,Quillback rockfish,84,1,FALSE,R,M,bare,bare,,4,,,4592,1
H063-CA-P2,10,0:10:54,17:58:18,17:57:35,Canary rockfish,83,1,FALSE,M,R,bare,bare,,2,,,4593,1
H063-CA-P2,11,0:11:15,17:58:39,17:57:56,Greenstriped rockfish,82,1,FALSE,M,H,bare,bare,,1,,ARH: checked,5818,1
H063-CA-P2,13,0:12:29,17:59:53,17:59:10,Canary rockfish,82,1,FALSE,R,B,bare,bare,,4,,,5813,1
H063-CA-P2,17,0:14:09,18:01:33,18:00:50,Lingcod,80,1,FALSE,M,R,bare,scallops,,1,,,5814,1
H063-CA-P2,20,0:15:53,18:03:17,18:02:34,Greenstriped rockfish,80,1,FALSE,H,C,bare,bare,,2,,,5815,1
H063-CA-P2,21,0:16:05,18:03:29,18:02:46,Quillback rockfish,79,1,FALSE,M,H,bare,bare,,1,,,5816,1
H063-CA-P2,21,0:16:08,18:03:32,18:02:49,Yelloweye rockfish,79,1,FALSE,M,R,bare,bare,,2,,,5817,1
H063-CA-P2,24,0:17:40,18:05:04,18:04:21,Kelp greenling,76,1,FALSE,C,H,bare,bare,,2,,,5819,1
H063-CA-P2,25,0:18:11,18:05:35,18:04:52,Greenstriped rockfish,76,1,FALSE,M,H,bare,bare,,2,,IDC: Changed Timestamp,5820,1
H063-CA-P2,25,0:18:19,18:05:43,18:05:00,Greenstriped rockfish,76,1,FALSE,M,R,bare,bare,,1,,,5821,1
H063-CA-P2,27,0:19:07,18:06:31,18:05:48,Lingcod,75,1,FALSE,M,H,bare,bare,,1,,ARH: checked,5822,1
H063-CA-P2,31,0:21:18,18:08:42,18:07:59,Greenstriped rockfish,78,2,FALSE,M,M,scallops,bare,,1,,ARH: checked,5823,1
H063-CA-P2,31,0:21:20,18:08:44,18:08:01,Greenstriped rockfish,78,2,FALSE,M,M,scallops,bare,,1,,ARH: checked,5824,1
H063-CA-P2,31,0:21:22,18:08:46,18:08:03,Greenstriped rockfish,78,1,FALSE,M,M,scallops,bare,,1,,ARH: checked,5825,1
H063-CA-P2,31,0:21:26,18:08:50,18:08:07,Greenstriped rockfish,78,1,FALSE,M,M,scallops,bare,,1,,ARH: checked,5826,1
H063-CA-P2,38,0:24:58,18:12:22,18:11:39,Quillback rockfish,69,1,FALSE,M,M,bare,bare,,1,,,5827,1
H066-CA-V,1,0:00:13,16:29:05,16:28:15,Quillback rockfish,76,2,FALSE,M,B,bare,encrusting organism complex,,3,,,4610,1
H066-CA-V,2,0:00:39,16:29:31,16:28:41,Greenstriped rockfish,75,1,FALSE,M,M,bare,bare,,1,,,4611,1
H066-CA-V,38,0:18:33,16:47:25,16:46:35,Quillback rockfish,83,1,FALSE,M,M,bare,bare,,1,,,4613,1
H066-CA-V,38,0:18:57,16:47:49,16:46:59,Lingcod,82,1,FALSE,M,M,bare,bare,,1,,,4615,1
H066-CA-V,39,0:19:12,16:48:04,16:47:14,Quillback rockfish,81,1,FALSE,M,M,bare,bare,,1,,sitting beside a Sea Whip,4616,1
H066-CA-V,43,0:21:14,16:50:06,16:49:16,Lingcod,78,1,FALSE,M,M,bare,bare,,1,,,4618,1
H066-CA-V,61,0:30:20,16:59:12,16:58:22,Quillback rockfish,80,1,FALSE,M,B,bare,bare,,3,,,4619,1
H072-CA-V,11,0:05:01,12:19:09,12:18:22,Rockfish uniden.,41,1,FALSE,M,P,bare,bare,,1,,ARH: possible small redstripe or greenstriped,4620,1
H072-CA-V,23,0:11:27,12:25:35,12:24:48,Quillback rockfish,38,1,FALSE,M,R,Crinoids,bare,,1,,,4621,1
H072-CA-V,24,0:11:58,12:26:06,12:25:19,Quillback rockfish,41,1,FALSE,R,R,Crinoids,bare,,2,,,4622,1
H072-CA-V,27,0:13:00,12:27:08,12:26:21,Lingcod,42,1,FALSE,R,R,Crinoids,bare,,1,,IDC: Moved to on bottom segment,4623,1
H072-CA-V,27,0:13:16,12:27:24,12:26:37,Quillback rockfish,43,1,FALSE,B,M,Crinoids,bare,,3,,,4624,1
H072-CA-V,27,0:13:25,12:27:33,12:26:46,Yelloweye rockfish,43,1,FALSE,R,R,Crinoids,bare,,3,,ARH: checked,4625,1
H072-CA-V,28,0:13:39,12:27:47,12:27:00,Quillback rockfish,42,1,FALSE,R,R,Crinoids,bare,,2,,,4626,1
H072-CA-V,28,0:13:55,12:28:03,12:27:16,Quillback rockfish,42,3,FALSE,R,R,bare,Crinoids,,2,,,4627,1
H072-CA-V,28,0:13:52,12:28:00,12:27:13,Tiger rockfish,43,1,FALSE,R,R,Crinoids,bare,,3,,IDC:Fixed timestamp and segment,4628,1
H072-CA-V,29,0:14:08,12:28:16,12:27:29,Quillback rockfish,43,1,FALSE,R,R,bare,Crinoids,,3,,,4629,1
H072-CA-V,29,0:14:16,12:28:24,12:27:37,Quillback rockfish,45,1,FALSE,R,R,Crinoids,bare,,3,,,4630,1
H072-CA-V,30,0:14:31,12:28:39,12:27:52,Quillback rockfish,46,1,FALSE,R,M,bare,Crinoids,,1,,,4631,1
H072-CA-V,38,0:18:44,12:32:52,12:32:05,Quillback rockfish,51,1,FALSE,R,R,bare,Crinoids,,3,,,4632,1
H072-CA-V,40,0:19:54,12:34:02,12:33:15,Quillback rockfish,53,1,FALSE,M,B,bare,bare,,3,,,4633,1
H072-CA-V,40,0:19:56,12:34:04,12:33:17,Copper rockfish,53,1,FALSE,M,B,bare,bare,,3,,,4634,1
H072-CA-V,40,0:19:28,12:33:36,12:32:49,crab/shrimp pot,52,1,FALSE,R,M,Crinoids,bare,,1,,Crab pot,5763,1
H072-CA-V,41,0:20:12,12:34:20,12:33:33,Quillback rockfish,53,3,FALSE,M,B,bare,bare,,3,,,4636,1
H072-CA-V,47,0:23:20,12:37:28,12:36:41,Yelloweye rockfish,47,1,FALSE,R,R,Crinoids,Crinoids,,3,,underneath overhang. Can see eye,4637,1
H072-CA-V,51,0:25:12,12:39:20,12:38:33,Quillback rockfish,52,1,FALSE,R,R,bare,bare,,4,,,4638,1
H072-CA-V,54,0:26:31,12:40:39,12:39:52,Quillback rockfish,52,1,FALSE,B,R,Crinoids,bare,,4,,,4639,1
H072-CA-V,54,0:26:38,12:40:46,12:39:59,Lingcod,53,1,FALSE,R,B,Crinoids,bare,,4,,,4640,1
H072-CA-V,58,0:28:56,12:43:04,12:42:17,Quillback rockfish,59,1,FALSE,R,R,bare,Crinoids,,2,,,4641,1
H072-CA-V,59,0:29:14,12:43:22,12:42:35,Yelloweye rockfish,62,1,FALSE,R,R,bare,bare,,2,,,4642,1
H072-CA-V,60,0:29:43,12:43:51,12:43:04,Quillback rockfish,62,1,FALSE,R,M,bare,bare,,1,,,4643,1
H072-CA-V,63,0:31:10,12:45:18,12:44:31,Quillback rockfish,58,1,FALSE,R,M,anemone,bare,,1,,,4644,1
H072-CA-V,63,0:31:15,12:45:23,12:44:36,Quillback rockfish,58,1,FALSE,R,M,bare,anemone,,1,,,4645,1
H078-CA-V,1,0:00:11,15:13:23,15:12:36,Lingcod,65,1,FALSE,M,M,Rhabdocalyptus spp.,bare,,1,,,4647,1
H078-CA-V,27,0:13:19,15:26:31,15:25:44,Yelloweye rockfish,68,1,FALSE,B,M,bare,bare,,2,,,4648,1
H078-CA-V,27,0:13:19,15:26:31,15:25:44,Quillback rockfish,68,1,FALSE,B,M,bare,bare,,2,,,4649,1
H078-CA-V,43,0:21:23,15:34:35,15:33:48,Lingcod,77,1,FALSE,M,M,bare,bare,,1,,,4650,1
H079-CA-V,2,0:01:01,14:40:32,14:39:49,Greenstriped rockfish,108,1,FALSE,M,B,Rhabdocalyptus spp.,bare,,2,,ARH: checked,4651,1
H079-CA-V,5,0:02:49,14:42:20,14:41:37,Greenstriped rockfish,109,1,FALSE,M,M,bare,bare,,1,,,4652,1
H079-CA-V,26,0:13:18,14:52:49,14:52:06,Greenstriped rockfish,90,1,FALSE,M,M,Rhabdocalyptus spp.,bare,,1,,,4654,1
H079-CA-V,27,0:13:55,14:53:26,14:52:43,Quillback rockfish,89,1,FALSE,M,B,bare,bare,,2,,,4655,1
H079-CA-V,34,0:17:12,14:56:43,14:56:00,Greenstriped rockfish,87,1,FALSE,M,B,bare,bare,,2,,ARH: checked,4656,1
H079-CA-V,39,0:19:38,14:59:09,14:58:26,Greenstriped rockfish,89,1,FALSE,M,P,bare,sponge,,1,,,4657,1
H079-CA-V,49,0:24:51,15:04:22,15:03:39,Greenstriped rockfish,80,1,FALSE,R,B,bare,Rhabdocalyptus spp.,,2,,,4658,1
H079-CA-V,51,0:25:51,15:05:22,15:04:39,Yelloweye rockfish,78,1,FALSE,B,M,bare,sponge,,3,,ARH: checked,4659,1
H085-CA-V,3,0:01:32,9:55:45,9:55:47,Quillback rockfish,72,1,FALSE,R,R,bare,bare,,3,,,4660,1
H085-CA-V,3,0:01:57,9:56:10,9:56:12,Puget Sound rockfish,73,1,FALSE,R,P,sponge,bare,,2,,,4661,1
H085-CA-V,6,0:03:12,9:57:25,9:57:27,Quillback rockfish,71,1,FALSE,R,P,bare,bare,,2,,,4662,1
H085-CA-V,6,0:03:15,9:57:28,9:57:30,Quillback rockfish,71,1,FALSE,R,B,bare,bare,,3,,darted under rock at extreme right,4663,1
H085-CA-V,9,0:04:59,9:59:12,9:59:14,Puget Sound rockfish,61,1,FALSE,R,P,bare,bare,,2,,,4665,1
H085-CA-V,15,0:07:40,10:01:53,10:01:55,Puget Sound rockfish,74,1,FALSE,R,R,bare,bare,,2,,,4666,1
H085-CA-V,15,0:07:55,10:02:08,10:02:10,Puget Sound rockfish,77,1,FALSE,R,R,bare,bare,,3,,,4667,1
H085-CA-V,18,0:09:09,10:03:22,10:03:24,Quillback rockfish,80,1,FALSE,R,P,bare,bare,,2,,,4668,1
H085-CA-V,21,0:10:57,10:05:10,10:05:12,Puget Sound rockfish,84,1,FALSE,R,R,bare,bare,,3,,,4669,1
H085-CA-V,34,0:17:21,10:11:34,10:11:36,Great sculpin,95,1,FALSE,M,P,bare,bare,,1,,,4671,1
H088-CA-V,1,0:00:29,13:46:42,13:45:58,Yelloweye rockfish,65,1,FALSE,R,M,bare,bare,,2,,,4672,1
H088-CA-V,2,0:00:38,13:46:51,13:46:07,Yelloweye rockfish,64,1,FALSE,R,R,bare,bare,,2,,,4673,1
H088-CA-V,2,0:00:49,13:47:02,13:46:18,Greenstriped rockfish,64,1,FALSE,R,R,bare,bare,,2,,,4674,1
H088-CA-V,2,0:00:54,13:47:07,13:46:23,Greenstriped rockfish,64,1,FALSE,R,R,bare,bare,,2,,,4675,1
H088-CA-V,9,0:04:23,13:50:36,13:49:52,Quillback rockfish,58,1,FALSE,R,B,bare,bare,,2,,,4676,1
H088-CA-V,9,0:04:21,13:50:34,13:49:50,Yelloweye rockfish,58,1,FALSE,R,B,bare,bare,,3,,IDC:Fixed Time stamp,4677,1
