SurveyID,Segment_num,Laser_width,Screen_width,Off_bottom,MacroSub1,MacroSub2,Biocover 1,Biocover 2,Hab_descrip,Video_time,GPS_time,PISCES_time,Lat_deg,Lat_decmin,Long_deg,Long_decmin,Depth,Habitat_Comments
H028-CA-V,12,1.4,36,0,M,M,bare,bare,2,0:06:00,16:36:09,16:35:24,,,,,84,
H028-CA-V,13,1.4,36,0,M,C,bare,bare,2,0:06:30,16:36:39,16:35:54,,,,,83,
H028-CA-V,14,1.9,36,0,R,M,bare,bare,2,0:07:00,16:37:09,16:36:24,,,,,83,
H028-CA-V,15,1.2,36,0,R,R,bare,bare,2,0:07:30,16:37:39,16:36:54,,,,,83,
H028-CA-V,16,1.2,36,0,R,M,bare,bare,3,0:08:00,16:38:09,16:37:24,,,,,84,
H028-CA-V,17,0.7,36,0,R,R,bare,bare,3,0:08:30,16:38:39,16:37:54,,,,,86,
H028-CA-V,18,2.2,36,0,B,R,bare,bare,2,0:09:00,16:39:09,16:38:24,,,,,89,
H028-CA-V,19,2.7,36,0,M,M,bare,bare,2,0:09:30,16:39:39,16:38:54,,,,,90,
H028-CA-V,20,0.8,36,0,M,M,bare,bare,2,0:10:00,16:40:09,16:39:24,,,,,90,
H028-CA-V,21,1.9,36,0,M,M,bare,bare,2,0:10:30,16:40:39,16:39:54,,,,,90,
H028-CA-V,22,2.2,36,0,M,M,bare,bare,2,0:11:00,16:41:09,16:40:24,,,,,90,
H028-CA-V,23,2.6,36,0,M,M,bare,bare,2,0:11:30,16:41:39,16:40:54,,,,,90,
H028-CA-V,24,1.7,36,0,M,M,bare,bare,2,0:12:00,16:42:09,16:41:24,,,,,90,
H028-CA-V,25,1.8,36,0,M,M,bare,bare,2,0:12:30,16:42:39,16:41:54,,,,,89,
H028-CA-V,26,2.1,36,0,M,M,bare,bare,2,0:13:00,16:43:09,16:42:24,,,,,89,
H028-CA-V,27,1.5,36,0,M,M,bare,bare,2,0:13:30,16:43:39,16:42:54,,,,,88,
H028-CA-V,28,,,-1,,,,,,0:14:00,16:44:09,16:43:24,,,,,,IDC: ROV Stationary
H028-CA-V,29,3.0,36,0,M,M,bare,bare,2,0:14:30,16:44:39,16:43:54,,,,,88,
H028-CA-V,30,3.1,36,0,M,M,bare,bare,2,0:15:00,16:45:09,16:44:24,,,,,89,
H028-CA-V,31,3.0,36,0,M,M,bare,bare,2,0:15:30,16:45:39,16:44:54,,,,,90,
H028-CA-V,32,3.5,36,0,M,M,bare,bare,2,0:16:00,16:46:09,16:45:24,,,,,91,
H028-CA-V,33,3.1,36,0,M,M,bare,bare,2,0:16:30,16:46:39,16:45:54,,,,,91,
H028-CA-V,34,3.8,36,0,M,C,bare,bare,2,0:17:00,16:47:09,16:46:24,,,,,91,
H028-CA-V,35,2.0,36,0,M,C,bare,bare,2,0:17:30,16:47:39,16:46:54,,,,,92,
H028-CA-V,36,2.3,36,0,M,M,bare,bare,2,0:18:00,16:48:09,16:47:24,,,,,90,
H028-CA-V,37,1.5,36,0,M,M,bare,bare,2,0:18:30,16:48:39,16:47:54,,,,,89,
H028-CA-V,38,2.4,36,0,M,M,bare,bare,2,0:19:00,16:49:09,16:48:24,,,,,87,
H028-CA-V,39,2.3,36,0,M,M,bare,bare,2,0:19:30,16:49:39,16:48:54,,,,,85,
H028-CA-V,40,1.7,36,0,M,M,bare,bare,2,0:20:00,16:50:09,16:49:24,,,,,84,
H028-CA-V,41,,,-1,,,,,,0:20:30,16:50:39,16:49:54,,,,,,IDC: ROV Stationary
H028-CA-V,42,1.5,36,0,M,M,bare,bare,2,0:21:00,16:51:09,16:50:24,,,,,82,
H028-CA-V,43,3.2,36,0,B,M,bare,bare,2,0:21:30,16:51:39,16:50:54,,,,,81,
H028-CA-V,44,1.3,36,0,M,M,bare,bare,2,0:22:01,16:52:10,16:51:25,,,,,81,IDC: Changed timestamp to allow for better laser measurement
H028-CA-V,45,2.0,36,0,B,M,bare,bare,2,0:22:30,16:52:39,16:51:54,,,,,80,
H028-CA-V,46,1.0,36,0,R,M,bare,bare,2,0:22:58,16:53:07,16:52:22,,,,,82,
H028-CA-V,47,1.2,36,0,M,R,bare,bare,3,0:23:30,16:53:39,16:52:54,,,,,83,
H028-CA-V,48,1.5,36,0,M,M,bare,bare,2,0:24:00,16:54:09,16:53:24,,,,,81,
H028-CA-V,49,1.6,36,0,M,M,bare,bare,2,0:24:30,16:54:39,16:53:54,,,,,78,
H028-CA-V,50,1.7,36,0,M,M,bare,bare,2,0:25:00,16:55:09,16:54:24,,,,,76,
H028-CA-V,51,2.2,36,0,M,M,bare,bare,2,0:25:30,16:55:39,16:54:54,,,,,72,
H028-CA-V,52,1.4,36,0,R,M,bare,bare,2,0:26:00,16:56:09,16:55:24,,,,,73,
H028-CA-V,53,2.1,36,0,M,M,bare,bare,2,0:26:30,16:56:39,16:55:54,,,,,75,
H028-CA-V,54,0.8,36,0,R,M,bare,bare,2,0:26:58,16:57:07,16:56:22,,,,,77,IDC: Changed Timestamp for better laser measurements
H028-CA-V,55,1.1,36,0,R,B,bare,bare,2,0:27:30,16:57:39,16:56:54,,,,,80,crab pot line 16:57:01PT
H028-CA-V,56,1.0,36,0,R,R,bare,bare,3,0:28:00,16:58:09,16:57:24,,,,,80,
H028-CA-V,57,1.2,36,0,R,R,bare,bare,3,0:28:30,16:58:39,16:57:54,,,,,82,
H028-CA-V,58,1.4,36,0,R,R,bare,bare,4,0:29:00,16:59:09,16:58:24,,,,,83,
H028-CA-V,59,1.4,36,0,R,M,bare,bare,2,0:29:30,16:59:39,16:58:54,,,,,78,
H028-CA-V,60,1.9,36,0,M,M,bare,bare,2,0:30:00,17:00:09,16:59:24,,,,,76,
H028-CA-V,61,1.8,36,0,M,M,bare,bare,2,0:30:30,17:00:39,16:59:54,,,,,72,
H028-CA-V,62,,,0,,,,,,0:31:00,17:01:09,17:00:24,,,,,,end of transect
H029-CA-V,1,0.7,36,0,R,R,bare,bare,4,0:00:31,10:30:24,10:30:29,,,,,68,IDC: Changed Timestamp for better laser measurement
H029-CA-V,2,0.7,36,0,R,R,bare,bare,4,0:01:02,10:30:55,10:31:00,,,,,67,IDC: Changed Timestamp for better laser measurement
H029-CA-V,3,0.7,36,0,R,R,bare,sponge,4,0:01:35,10:31:28,10:31:33,,,,,72,IDC: Changed Timestamp fro better laser measurement
H029-CA-V,4,1.2,36,0,R,R,bare,sponge,4,0:02:00,10:31:53,10:31:58,,,,,73,
H029-CA-V,5,1.7,36,0,R,R,bare,bare,4,0:02:30,10:32:23,10:32:28,,,,,71,
H029-CA-V,6,1.3,36,0,R,R,bare,bare,4,0:03:00,10:32:53,10:32:58,,,,,73,
H029-CA-V,7,0.7,36,0,R,R,bare,sponge,4,0:03:35,10:33:28,10:33:33,,,,,75,IDC: Changed Timestamp
H029-CA-V,8,2.0,36,0,R,R,bare,sponge,4,0:04:00,10:33:53,10:33:58,,,,,78,
H029-CA-V,9,,,-1,,,,,,0:04:30,10:34:23,10:34:28,,,,,,
H029-CA-V,10,1.5,36,0,R,M,bare,sponge,3,0:05:00,10:34:53,10:34:58,,,,,77,
H029-CA-V,11,0.9,36,0,R,R,bare,sponge,4,0:05:30,10:35:23,10:35:28,,,,,74,
H029-CA-V,12,1.2,36,0,R,R,bare,sponge,4,0:06:00,10:35:53,10:35:58,,,,,66,
H029-CA-V,13,0.9,36,0,R,R,bare,sponge,4,0:06:30,10:36:23,10:36:28,,,,,64,
H029-CA-V,14,0.9,36,0,R,R,bare,sponge,4,0:07:00,10:36:53,10:36:58,,,,,67,
H029-CA-V,15,1.3,36,0,R,R,bare,sponge,4,0:07:30,10:37:23,10:37:28,,,,,69,
H029-CA-V,16,,,-1,,,,,,0:08:00,10:37:53,10:37:58,,,,,,IDC: Off Bottom
H029-CA-V,17,,,-1,,,,,,0:08:30,10:38:23,10:38:28,,,,,,
H029-CA-V,18,0.8,36,0,M,H,bare,bare,2,0:09:00,10:38:53,10:38:58,,,,,84,
H029-CA-V,19,1.0,36,0,M,C,bare,bare,2,0:09:30,10:39:23,10:39:28,,,,,89,
H029-CA-V,20,1.4,36,0,M,P,bare,bare,2,0:10:00,10:39:53,10:39:58,,,,,93,
H029-CA-V,21,1.5,36,0,M,P,bare,bare,2,0:10:30,10:40:23,10:40:28,,,,,98,
H029-CA-V,22,1.9,36,0,M,P,bare,bare,2,0:11:00,10:40:53,10:40:58,,,,,101,
H029-CA-V,23,1.6,36,0,M,C,bare,bare,2,0:11:30,10:41:23,10:41:28,,,,,102,
H029-CA-V,24,1.4,36,0,M,P,bare,bare,2,0:12:00,10:41:53,10:41:58,,,,,98,
H029-CA-V,25,1.3,36,0,M,C,bare,bare,2,0:12:30,10:42:23,10:42:28,,,,,92,
H029-CA-V,26,3.2,36,0,M,C,bare,bare,2,0:13:00,10:42:53,10:42:58,,,,,88,
H029-CA-V,27,1.4,36,0,M,C,bare,bare,2,0:13:30,10:43:23,10:43:28,,,,,89,
H029-CA-V,28,3.0,36,0,M,C,bare,bare,2,0:14:00,10:43:53,10:43:58,,,,,91,
H029-CA-V,29,1.8,36,0,M,C,bare,bare,2,0:14:30,10:44:23,10:44:28,,,,,89,
H029-CA-V,30,1.0,36,0,M,C,bare,bare,2,0:15:00,10:44:53,10:44:58,,,,,84,
H029-CA-V,31,1.8,36,0,R,R,bare,bare,4,0:15:30,10:45:23,10:45:28,,,,,78,
H029-CA-V,32,0.8,36,0,M,R,bare,bare,3,0:16:00,10:45:53,10:45:58,,,,,78,
H029-CA-V,33,1.2,36,0,M,C,bare,bare,2,0:16:30,10:46:23,10:46:28,,,,,77,
H029-CA-V,34,1.8,36,0,M,C,bare,bare,2,0:17:00,10:46:53,10:46:58,,,,,81,
H029-CA-V,35,2.2,36,0,M,P,bare,bare,2,0:17:30,10:47:23,10:47:28,,,,,84,
H029-CA-V,36,2.0,36,0,M,P,bare,bare,2,0:18:00,10:47:53,10:47:58,,,,,85,
H029-CA-V,37,1.3,36,0,M,C,bare,bare,2,0:18:30,10:48:23,10:48:28,,,,,86,
H029-CA-V,38,2.0,36,0,M,C,bare,bare,2,0:19:00,10:48:53,10:48:58,,,,,88,
H029-CA-V,39,1.8,36,0,M,C,bare,bare,2,0:19:30,10:49:23,10:49:28,,,,,87,
H029-CA-V,40,1.2,36,0,M,M,bare,bare,2,0:20:00,10:49:53,10:49:58,,,,,86,
H029-CA-V,41,1.5,36,0,M,M,bare,bare,2,0:20:30,10:50:23,10:50:28,,,,,85,
H029-CA-V,42,1.2,36,0,M,C,bare,bare,2,0:21:00,10:50:53,10:50:58,,,,,83,
H029-CA-V,43,1.5,36,0,M,M,bare,bare,2,0:21:30,10:51:23,10:51:28,,,,,82,
H029-CA-V,44,0.8,36,0,M,M,bare,bare,2,0:22:00,10:51:53,10:51:58,,,,,80,IDC: Changed Timestamp for better laser measurement
H029-CA-V,45,2.1,36,0,M,P,bare,bare,2,0:22:30,10:52:23,10:52:28,,,,,76,
H029-CA-V,46,0.8,36,0,M,P,bare,bare,2,0:23:00,10:52:53,10:52:58,,,,,74,
H029-CA-V,47,1.7,36,0,M,B,bare,bare,2,0:23:30,10:53:23,10:53:28,,,,,75,
H029-CA-V,48,0.9,36,0,M,P,bare,bare,2,0:24:00,10:53:53,10:53:58,,,,,76,
H029-CA-V,49,2.2,36,0,M,M,bare,Rhabdocalyptus spp.,2,0:24:30,10:54:23,10:54:28,,,,,76,
H029-CA-V,50,1.7,36,0,M,M,bare,Rhabdocalyptus spp.,2,0:25:00,10:54:53,10:54:58,,,,,77,
H029-CA-V,51,0.9,36,0,M,M,bare,bare,2,0:25:30,10:55:23,10:55:28,,,,,77,
H029-CA-V,52,2.3,36,0,M,M,bare,bare,2,0:26:00,10:55:53,10:55:58,,,,,75,
H029-CA-V,53,1.8,36,0,M,M,bare,bare,2,0:26:30,10:56:23,10:56:28,,,,,74,
H029-CA-V,54,2.5,36,0,M,M,bare,bare,2,0:27:00,10:56:53,10:56:58,,,,,75,
H029-CA-V,55,2.2,36,0,M,M,bare,bare,2,0:27:30,10:57:23,10:57:28,,,,,77,
H029-CA-V,56,2.7,36,0,M,M,bare,Rhabdocalyptus spp.,2,0:28:00,10:57:53,10:57:58,,,,,79,
H029-CA-V,57,1.9,36,0,M,M,bare,bare,2,0:28:30,10:58:23,10:58:28,,,,,79,
H029-CA-V,58,1.8,36,0,M,M,bare,bare,2,0:29:00,10:58:53,10:58:58,,,,,79,
H029-CA-V,59,1.2,36,0,M,M,bare,bare,2,0:29:30,10:59:23,10:59:28,,,,,80,
H029-CA-V,60,2.7,36,0,M,M,bare,Rhabdocalyptus spp.,2,0:30:00,10:59:53,10:59:58,,,,,80,
H029-CA-V,61,,,0,,,,,,0:30:30,11:00:23,11:00:28,,,,,,end of transect
H030-CA-V,1,1.5,36,0,M,M,bare,bare,2,0:09:00,15:01:45,15:00:59,,,,,148,
H030-CA-V,2,4.3,36,0,M,M,bare,bare,2,0:09:30,15:02:15,15:01:29,,,,,148,
H030-CA-V,3,0.7,36,0,M,M,bare,bare,2,0:10:00,15:02:45,15:01:59,,,,,148,
H030-CA-V,4,1.5,36,0,M,M,bare,bare,2,0:10:30,15:03:15,15:02:29,,,,,150,
H030-CA-V,5,0.7,36,0,M,M,bare,bare,2,0:11:00,15:03:45,15:02:59,,,,,151,
H030-CA-V,6,1.3,36,0,M,M,bare,bare,2,0:11:30,15:04:15,15:03:29,,,,,154,
H030-CA-V,7,1.7,36,0,M,M,bare,bare,2,0:12:00,15:04:45,15:03:59,,,,,157,
H030-CA-V,8,1.1,36,0,M,M,bare,bare,2,0:12:30,15:05:15,15:04:29,,,,,159,
H030-CA-V,9,1.9,36,0,M,M,bare,bare,2,0:13:00,15:05:45,15:04:59,,,,,159,
H030-CA-V,10,1.4,36,0,M,B,bare,bare,2,0:13:30,15:06:15,15:05:29,,,,,154,
H030-CA-V,11,1.8,36,0,M,M,bare,bare,2,0:14:00,15:06:45,15:05:59,,,,,149,
H030-CA-V,12,1.3,36,0,M,B,bare,bare,2,0:14:30,15:07:15,15:06:29,,,,,145,
H030-CA-V,13,0.9,36,0,M,M,bare,bare,2,0:15:00,15:07:45,15:06:59,,,,,143,
H030-CA-V,14,1.1,36,0,M,M,bare,bare,2,0:15:30,15:08:15,15:07:29,,,,,147,
H030-CA-V,15,1.2,36,0,M,M,bare,bare,2,0:16:00,15:08:45,15:07:59,,,,,149,
H030-CA-V,16,1.0,36,0,M,B,bare,bare,2,0:16:30,15:09:15,15:08:29,,,,,150,
H030-CA-V,17,0.8,36,0,M,M,bare,bare,2,0:17:00,15:09:45,15:08:59,,,,,151,
H030-CA-V,18,1.9,36,0,M,M,bare,bare,2,0:17:30,15:10:15,15:09:29,,,,,157,
H030-CA-V,19,1.5,36,0,M,M,bare,bare,2,0:18:00,15:10:45,15:09:59,,,,,158,
H030-CA-V,20,0.8,36,0,M,M,bare,bare,2,0:18:30,15:11:15,15:10:29,,,,,158,
H030-CA-V,21,1.3,36,0,M,M,bare,bare,2,0:19:00,15:11:45,15:10:59,,,,,160,
H030-CA-V,22,2.3,36,0,M,M,bare,bare,2,0:19:30,15:12:15,15:11:29,,,,,162,
H030-CA-V,23,1.0,36,0,M,M,bare,bare,2,0:20:00,15:12:45,15:11:59,,,,,161,
H030-CA-V,24,5.6,36,0,M,M,bare,bare,2,0:20:30,15:13:15,15:12:29,,,,,161,
H030-CA-V,25,1.2,36,0,M,M,bare,bare,2,0:21:00,15:13:45,15:12:59,,,,,155,
H030-CA-V,26,1.2,36,0,R,M,bare,bare,2,0:21:30,15:14:15,15:13:29,,,,,151,
H030-CA-V,27,1.3,36,0,R,M,bare,bare,3,0:22:00,15:14:45,15:13:59,,,,,147,
H030-CA-V,28,1.4,36,0,R,R,bare,sponge,3,0:22:30,15:15:15,15:14:29,,,,,142,
H030-CA-V,29,1.2,36,0,R,R,bare,Rhabdocalyptus spp.,3,0:23:00,15:15:45,15:14:59,,,,,134,
H030-CA-V,30,1.9,36,0,R,R,bare,sponge,4,0:23:30,15:16:15,15:15:29,,,,,128,
H030-CA-V,31,1.5,36,0,R,B,bare,bare,3,0:24:00,15:16:45,15:15:59,,,,,121,
H030-CA-V,32,1.7,36,0,R,M,bare,bare,3,0:24:28,15:17:13,15:16:27,,,,,116,IDC: changed timestamp to avoid taking laser measurement on biocover
H030-CA-V,33,0.8,36,0,M,B,bare,bare,2,0:25:00,15:17:45,15:16:59,,,,,115,
H030-CA-V,34,1.2,36,0,M,B,bare,bare,2,0:25:30,15:18:15,15:17:29,,,,,115,
H030-CA-V,35,1.1,36,0,M,M,bare,bare,2,0:26:00,15:18:45,15:17:59,,,,,116,
H030-CA-V,36,1.3,36,0,M,C,bare,debris,2,0:26:30,15:19:15,15:18:29,,,,,113,Dead Sponge
H030-CA-V,37,2.0,36,0,M,M,debris,bare,2,0:27:00,15:19:45,15:18:59,,,,,110,Dead Sponge
H030-CA-V,38,1.4,36,0,M,M,bare,debris,2,0:27:30,15:20:15,15:19:29,,,,,108,Dead Sponge
H030-CA-V,39,1.0,36,0,M,M,bare,bare,2,0:28:00,15:20:45,15:19:59,,,,,106,
H030-CA-V,40,1.2,36,0,R,M,bare,bare,3,0:28:30,15:21:15,15:20:29,,,,,105,
H030-CA-V,41,,,-1,,,,,,0:29:00,15:21:45,15:20:59,,,,,,
H030-CA-V,42,0.9,36,0,R,R,bare,sponge,3,0:29:30,15:22:15,15:21:29,,,,,98,
H030-CA-V,43,0.7,36,0,R,R,bare,bare,4,0:30:04,15:22:49,15:22:03,,,,,96,IDC: Changed timestamp for better laser measurement
H030-CA-V,44,1.0,36,0,R,R,bare,sponge,4,0:30:30,15:23:15,15:22:29,,,,,95,
H030-CA-V,45,1.0,36,0,R,R,bare,bare,4,0:31:00,15:23:45,15:22:59,,,,,94,
H030-CA-V,46,0.7,36,0,R,R,bare,bare,4,0:31:27,15:24:12,15:23:26,,,,,92,
H030-CA-V,47,0.9,36,0,R,R,bare,sponge,4,0:32:00,15:24:45,15:23:59,,,,,84,
H030-CA-V,48,0.7,36,0,R,R,bare,bare,4,0:32:30,15:25:15,15:24:29,,,,,89,
H030-CA-V,49,0.8,36,0,R,R,bare,Rhabdocalyptus spp.,4,0:33:03,15:25:48,15:25:02,,,,,93,
H030-CA-V,50,,,-1,,,,,,0:33:30,15:26:15,15:25:29,,,,,,IDC: Off Bottom
H030-CA-V,51,,,-1,,,,,,0:34:00,15:26:45,15:25:59,,,,,,
H030-CA-V,52,,,-1,,,,,,0:34:30,15:27:15,15:26:29,,,,,,
H030-CA-V,53,,,-1,,,,,,0:35:00,15:27:45,15:26:59,,,,,,
H030-CA-V,54,,,-1,,,,,,0:35:30,15:28:15,15:27:29,,,,,,
H030-CA-V,55,0.7,36,0,M,M,debris,debris,2,0:35:59,15:28:44,15:27:58,,,,,131,Dead Sponge; IDC: Changed timestamp for better laser measurement
H030-CA-V,56,0.8,36,0,M,M,debris,debris,2,0:36:30,15:29:15,15:28:29,,,,,132,Dead Sponge
H030-CA-V,57,2.2,36,0,M,M,debris,debris,2,0:37:00,15:29:45,15:28:59,,,,,133,Dead Sponge
H030-CA-V,58,1.2,36,0,M,R,bare,debris,2,0:37:30,15:30:15,15:29:29,,,,,135,Dead Sponge
H030-CA-V,59,1.0,36,0,M,M,bare,debris,2,0:38:00,15:30:45,15:29:59,,,,,132,Dead Sponge
H030-CA-V,60,1.5,36,0,M,M,bare,bare,2,0:38:31,15:31:16,15:30:30,,,,,132,
H030-CA-V,61,1.3,36,0,M,M,bare,debris,2,0:39:00,15:31:45,15:30:59,,,,,131,Dead Sponge
H030-CA-V,62,0.8,36,0,M,M,debris,debris,2,0:39:30,15:32:15,15:31:29,,,,,127,Dead Sponge
H030-CA-V,63,,,0,,,,,,0:40:00,15:32:45,15:31:59,,,,,,end of transect
H032-CA-V,1,2.7,36,0,M,P,bare,bare,2,0:00:30,13:31:31,13:30:44,,,,,113,large yelloweye at VT 0:00:21 before transect starts
H032-CA-V,2,1.1,36,0,B,M,bare,bare,2,0:01:00,13:32:01,13:31:14,,,,,113,
H032-CA-V,3,0.8,36,0,R,M,bare,bare,3,0:01:30,13:32:31,13:31:44,,,,,113,
H032-CA-V,4,0.9,36,0,R,R,bare,bare,3,0:02:00,13:33:01,13:32:14,,,,,112,
H032-CA-V,5,2.4,36,0,B,M,bare,bare,2,0:02:30,13:33:31,13:32:44,,,,,112,
H032-CA-V,6,0.9,36,0,R,M,bare,bare,3,0:03:00,13:34:01,13:33:14,,,,,112,
H032-CA-V,7,2.0,36,0,M,R,bare,bare,2,0:03:30,13:34:31,13:33:44,,,,,112,
H032-CA-V,8,0.7,36,0,M,R,bare,bare,2,0:04:02,13:35:03,13:34:16,,,,,112,IDC: Changed Timestamp for laser measurement
H032-CA-V,9,2.0,36,0,R,M,bare,bare,2,0:04:30,13:35:31,13:34:44,,,,,112,
H032-CA-V,10,1.0,36,0,R,R,bare,bare,3,0:05:00,13:36:01,13:35:14,,,,,113,
H032-CA-V,11,0.5,36,0,R,M,bare,bare,3,0:05:34,13:36:35,13:35:48,,,,,114,
H032-CA-V,12,1.5,36,0,R,M,bare,bare,3,0:06:00,13:37:01,13:36:14,,,,,109,
H032-CA-V,13,1.0,36,0,R,R,bare,sponge,3,0:06:30,13:37:31,13:36:44,,,,,106,
H032-CA-V,14,1.3,36,0,R,R,bare,bare,3,0:07:00,13:38:01,13:37:14,,,,,107,
H032-CA-V,15,1.3,36,0,R,R,bare,bare,4,0:07:30,13:38:31,13:37:44,,,,,102,
H032-CA-V,16,1.9,36,0,R,R,bare,bare,4,0:08:00,13:39:01,13:38:14,,,,,102,
H032-CA-V,17,1.9,36,0,R,R,bare,bare,4,0:08:30,13:39:31,13:38:44,,,,,100,
H032-CA-V,18,0.8,36,0,R,R,bare,sponge,4,0:09:00,13:40:01,13:39:14,,,,,101,
H032-CA-V,19,0.8,36,0,R,R,bare,bare,4,0:09:28,13:40:29,13:39:42,,,,,104,IDC: Changed timestamp for better laser measurement
H032-CA-V,20,0.9,36,0,R,R,bare,bare,4,0:10:01,13:41:02,13:40:15,,,,,105,
H032-CA-V,21,0.7,36,0,R,R,bare,bare,4,0:10:31,13:41:32,13:40:45,,,,,105,IDC: Changed timestamp for better laser measurement
H032-CA-V,22,0.8,36,0,R,R,bare,bare,4,0:11:00,13:42:01,13:41:14,,,,,103,
H032-CA-V,23,1.5,36,0,R,R,bare,bare,4,0:11:30,13:42:31,13:41:44,,,,,102,
H032-CA-V,24,1.9,36,0,M,M,bare,bare,2,0:12:00,13:43:01,13:42:14,,,,,100,
H032-CA-V,25,0.8,36,0,M,R,bare,bare,3,0:12:30,13:43:31,13:42:44,,,,,94,
H032-CA-V,26,0.5,36,0,M,B,bare,bare,2,0:13:05,13:44:06,13:43:19,,,,,91,IDC: Changed timestamp for better laser measurement; laser measurement best possible in time frame
H032-CA-V,27,0.8,36,0,M,M,bare,bare,2,0:13:30,13:44:31,13:43:44,,,,,93,
H032-CA-V,28,1.2,36,0,R,B,bare,bare,3,0:14:00,13:45:01,13:44:14,,,,,96,
H032-CA-V,29,1.5,36,0,M,B,bare,bare,2,0:14:32,13:45:33,13:44:46,,,,,97,IDC: Changed timestamp for better laser measurement
H032-CA-V,30,0.8,36,0,M,M,bare,bare,2,0:15:00,13:46:01,13:45:14,,,,,98,
H032-CA-V,31,0.8,36,0,M,B,bare,bare,2,0:15:32,13:46:33,13:45:46,,,,,99,IDC: Changed timestamp for better laser measurement
H032-CA-V,32,1.1,36,0,R,M,bare,bare,3,0:16:00,13:47:01,13:46:14,,,,,99,
H032-CA-V,33,1.0,36,0,M,B,bare,bare,2,0:16:30,13:47:31,13:46:44,,,,,99,
H032-CA-V,34,1.7,36,0,R,R,bare,bare,3,0:17:00,13:48:01,13:47:14,,,,,92,
H032-CA-V,35,1.9,36,0,R,R,bare,anemone,4,0:17:30,13:48:31,13:47:44,,,,,89,
H032-CA-V,36,2.7,36,0,R,R,bare,bare,3,0:18:00,13:49:01,13:48:14,,,,,88,
H032-CA-V,37,1.5,36,0,R,R,bare,bare,3,0:18:30,13:49:31,13:48:44,,,,,89,
H032-CA-V,38,1.0,36,0,R,R,bare,bare,3,0:19:00,13:50:01,13:49:14,,,,,87,
H032-CA-V,39,1.3,36,0,R,R,bare,bare,3,0:19:30,13:50:31,13:49:44,,,,,86,
H032-CA-V,40,1.3,36,0,R,M,bare,bare,2,0:20:00,13:51:01,13:50:14,,,,,85,
H032-CA-V,41,1.7,36,0,R,R,bare,Rhabdocalyptus spp.,3,0:20:30,13:51:31,13:50:44,,,,,82,
H032-CA-V,42,0.8,36,0,R,R,bare,bare,3,0:21:01,13:52:02,13:51:15,,,,,81,IDC: Changed timestamp for better laser measurement
H032-CA-V,43,0.7,36,0,R,R,bare,bare,4,0:21:30,13:52:31,13:51:44,,,,,84,
H032-CA-V,44,0.7,36,0,R,R,bare,bare,3,0:22:01,13:53:02,13:52:15,,,,,88,IDC: Changed timestamp for better laser measurement
H032-CA-V,45,1.0,36,0,R,R,bare,sponge,4,0:22:30,13:53:31,13:52:44,,,,,89,
H032-CA-V,46,1.4,36,0,R,R,bare,bare,4,0:23:00,13:54:01,13:53:14,,,,,90,
H032-CA-V,47,2.6,36,0,M,M,bare,bare,3,0:23:30,13:54:31,13:53:44,,,,,87,
H032-CA-V,48,1.4,36,0,M,M,bare,bare,2,0:24:00,13:55:01,13:54:14,,,,,82,
H032-CA-V,49,0.8,36,0,M,M,bare,bare,2,0:24:30,13:55:31,13:54:44,,,,,77,
H032-CA-V,50,,,-1,,,,,,0:25:00,13:56:01,13:55:14,,,,,,IDC: Off Bottom
H032-CA-V,51,,,-1,,,,,,0:25:28,13:56:29,13:55:42,,,,,,
H032-CA-V,52,0.8,36,0,M,M,bare,bare,2,0:26:05,13:57:06,13:56:19,,,,,77,
H032-CA-V,53,0.8,36,0,R,M,bare,Rhabdocalyptus spp.,2,0:26:30,13:57:31,13:56:44,,,,,80,
H032-CA-V,54,0.5,36,0,R,M,bare,sponge,3,0:27:02,13:58:03,13:57:16,,,,,85,IDC: Best possible measurement within time frame
H032-CA-V,55,0.8,36,0,R,M,bare,bare,4,0:27:29,13:58:30,13:57:43,,,,,89,IDC: Changed timestamp for better laser measurement
H032-CA-V,56,1.3,36,0,R,R,bare,bare,4,0:28:00,13:59:01,13:58:14,,,,,91,
H032-CA-V,57,1.7,36,0,R,R,bare,bare,4,0:28:30,13:59:31,13:58:44,,,,,90,
H032-CA-V,58,1.3,36,0,M,R,bare,sponge,2,0:29:00,14:00:01,13:59:14,,,,,87,
H032-CA-V,59,2.2,36,0,R,R,bare,Rhabdocalyptus spp.,3,0:29:30,14:00:31,13:59:44,,,,,86,
H032-CA-V,60,0.7,36,0,R,M,bare,sponge,3,0:30:05,14:01:06,14:00:19,,,,,86,
H032-CA-V,61,1.0,36,0,M,P,bare,bare,2,0:30:30,14:01:31,14:00:44,,,,,83,IDC: cirrected timestamp
H032-CA-V,62,3.8,36,0,R,M,bare,bare,3,0:31:00,14:02:01,14:01:14,,,,,77,
H032-CA-V,63,2.2,36,0,R,M,bare,bare,3,0:31:30,14:02:31,14:01:44,,,,,73,
H032-CA-V,64,,,0,,,,,,0:32:00,14:03:01,14:02:14,,,,,,end of transect
H034-CA-V,1,3.0,36,0,M,M,bare,bare,2,0:00:30,12:30:24,12:29:36,,,,,92,
H034-CA-V,2,2.2,36,0,M,M,bare,bare,2,0:01:00,12:30:54,12:30:06,,,,,92,
H034-CA-V,3,,,-1,,,,,,0:01:30,12:31:24,12:30:36,,,,,,IDC: Stationary/ moving backwards
H034-CA-V,4,,,-1,,,,,,0:02:00,12:31:54,12:31:06,,,,,,IDC: Stationary
